"id","country","type","revenue","ProductServices"
"Rivas-Stevens","Oceanus","Entity.Organization.FishingCompany",17706.76,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Rivera Group","Isla Solmar","Entity.Organization.FishingCompany",40066.67,"A range of fish and other related seafood products"
"Rivera Inc","Naraliket","Entity.Organization.FishingCompany",36312.36,"Fresh and frozen seafoods (wild and farm salmon and other BC seafood specialties, farmed king salmon, shrimp meat, groundfish, dungeness crab and other selected items)"
"Rivera Ltd","Oceanus","Entity.Organization.FishingCompany",28839.37,"Fish and seafoods products"
"Rivera, Allen and Ryan","Faraluna","Entity.Organization.Company",4976.67,"Unknown"
"Rivera, Hayes and Garcia","Mawalara","Entity.Organization.Company",7259.21,"Unknown"
"Rivera, Jacobs and Smith","Nalaloria","Entity.Organization.Company",22466.67,"Focuses on forwarding activities in the area of rail transport, truck transport, sea transport, river and combined transport. It provides the transportation of goods in containers or in so called LCL boxes as a collective transport"
"Rivera, James and Edwards","Naraliket","Entity.Organization.Company",5996.67,"Piece goods, fabrics, knitting yarns, thread and other notions, and hair accessories; Services (Preparation of fibers, weaving of fabric, knitting of fabric, and fiber and fabric finishing, finishing and fabricating fabric products, and basic alterations, such as hemming, taking in or letting out of fabrics, lengthening or shortening services)"
"Rivera, Kim and Hull","Mawandia","Entity.Organization.Company",284697.97,"Fabricated metal products (copper and copper alloys, zinc products, copper foil, steel powde); electronic materials (rare earth, rare metal); nonferrous metals (zinc, copper, lead, cadmium, bismuth, beryllium copper); recycling business (copper scrap, indium scrap, print circuit board); aluminum (composite board, die casting); industrial chemicals (inorganic chemicals, filter aid, metallic salt); printing materials (equipment for photoengraving); and environmental and industrial equipment (industrial machinery, static eliminator, tank, cartridge filter)"
"Rivera, Miller and Martin","Kondarica","Entity.Organization.Company",32895.94,"Unknown"
"Rivera, Olsen and Hickman","Mawalara","Entity.Organization.Company",72609,"Frozen breaded shrimp, raw or cooked head on shell on, headless shell on, and peeled deveined tail on/tail off"
"Rivera, Todd and Gaines","Oceanus","Entity.Organization.Company",9453.72,"Unknown"
"Rivera, Walker and Sandoval","Mawalara","Entity.Organization.Company",48586.33,"Canned vegetables and fruits"
"Rivera-Brown","Oceanus","Entity.Organization.Company",19281.8,"Miticide/insecticide, insecticide, fungicide, herbicide, plant growth regulator, among others"
"Rivera-Jones","Mawalara","Entity.Organization.Company",30550.02,"Frozen octopus (flower octopus); boiled octopus (madako); octopus slice; octopus cut (tako wasabi; tako karaage; tako tatsutage); octopus ball (takoyaki); octopus ball with skewer; octopus cake (okonomiyaki); seasoned baby octopus (chuka IIdako)"
"Rivera-Morris","Azurionix","Entity.Organization.Company",20766.67,"Medical and biological; botanical drugs and herbs; and pharmaceutical products intended for internal and external consumption in such forms as ampoules, tablets, capsules, vials, ointments, powders, solutions, and suspensions; Bandages, beauty preparations, colognes, cosmetics, dentifrices, deodorants, diagnostic reagents, first-aid supplies, hair preparations, toilet soaps, and toiletries"
"Rivera-Walker","Mawalara","Entity.Organization.Company",4786.67,"Unknown"
"Rivers Ltd","Novarctica","Entity.Organization.Company",15166.67,"Unknown"
"Rivers-Serrano","Oceanus","Entity.Organization.Company",15766.67,"Unknown"
"Roach and Sons","Lumakari","Entity.Organization.Company",14636.67,"General warehousing and storage services"
"Roach, Dillon and Johnson","Naraliket","Entity.Organization.Company",12829.76,"Unknown"
"Robbins, Evans and Woods","Imazam","Entity.Organization.Company",142666.67,"Footwear and other related products"
"Robbins-Smith","Oceanus","Entity.Organization.Company",5436.67,"Unknown"
"Roberson and Sons","Oceanus","Entity.Organization.Company",11538.86,"Unknown"
"Roberson, Robinson and Sanchez","Nalakond","Entity.Organization.Company",26249.39,"A vast line of fused aluminum oxides for the ceramic, abrasive and refractory industries"
"Roberson, Thomas and Brooks","Imazam","Entity.Organization.Company",19466.67,"Unknown"
"Roberts Inc","Novarctica","Entity.Organization.Company",7035.57,"Unknown"
"Roberts LLC","Lumakari","Entity.Organization.Company",34666.67,"Wrapping and other coarse paper, paperboard, converted paper (except stationery and office supplies), and/or other related disposable plastics products"
"Roberts and Sons","Kondanovia","Entity.Organization.Company",86970.77,"Canned and cured fish and seafoods"
"Roberts, Flores and Sanchez","Isla Solmar","Entity.Organization.Company",111593.48,"Tin capsules, polylaminate capsules, laminate capsules, champagne capsules and hoods, PVC capsules, and screw caps"
"Roberts, Hatfield and Russo","Khamposa","Entity.Organization.FinancialCompany",8686802.4,"Financial institutions (private banking, personal financial services, trust services, commercial and corporate banking, corporate finance, investment banking, capital market activities, treasury services, asset management, venture capital management, general insurance, and life assurance services; and travel, leasing, property development and management, hotel operations and general trading)"
"Roberts, Rodriguez and Chen","Oceanus","Entity.Organization.Company",15994.91,"Unknown"
"Roberts, Stanton and Smith","Oceanus","Entity.Organization.Company",204487.76,"Clothing and accessories for men, women, and children"
"Roberts-Bowman","Oceanus","Entity.Organization.Company",4746.67,"Unknown"
"Roberts-Byrd","Oceanus","Entity.Organization.Company",9595.31,"Unknown"
"Roberts-Fitzgerald","Mawalara","Entity.Organization.Company",22366.67,"Footwear"
"Roberts-Mccarty","Azurionix","Entity.Organization.Company",1089795,"Pharmaceutical products"
"Roberts-Montes","Naraliket","Entity.Organization.Company",11004.69,"Menus consisting of fish and ocean fare, battered and breaded, kapow appetizers, sushi, and cedar bay salmon"
"Roberts-Morris","Uzifrica","Entity.Organization.Company",34971767.88,"Computer notebook and electronic products; Personal digital assistant (PDA) products"
"Roberts-Porter","Valtalmo","Entity.Organization.Company",16210.68,"Alcoholic and other beverages"
"Roberts-Stephenson","Oceanus","Entity.Organization.Company",5646.67,"Unknown"
"Roberts-Willis","Oceanus","Entity.Organization.Company",5290.7,"Unknown"
"Robertson Group","Novarctica","Entity.Organization.Company",17801.05,"Knitting machines"
"Robertson PLC","Naraliket","Entity.Organization.Company",31222.49,"Design and manufacture of pumping equipment, food fill machines (processing equipment), cake and cupcake decorating equipment, icing machines/equipment, pastry machines/fillers, and cookie machines/equipment"
"Robertson, Hudson and Watts","Oceanus","Entity.Organization.Company",10086.67,"Unknown"
"Robertson, Mullins and Smith","Oceanus","Entity.Organization.Company",5106.67,"Unknown"
"Robertson, Palmer and Mercado","Oceanus","Entity.Organization.Company",43566.67,"Branded shoes"
"Robertson-Keller","Novarctica","Entity.Organization.Company",18093.67,"Metalworking machinery"
"Robertson-Pennington","Oceanus","Entity.Organization.Company",8316.67,"Unknown"
"Robinson Group","Oceanus","Entity.Organization.Company",4760.01,"Unknown"
"Robinson Inc","Mawalara","Entity.Organization.Company",8390.18,"Unknown"
"Robinson LLC","Mawalara","Entity.Organization.Company",14417.7,"Unknown"
"Robinson PLC","Oceanus","Entity.Organization.Company",55675.98,"Sublimate printing materials and supplies (sublimation printer, heat transfer paper, ceramic mugs, floor mats, bookmarks, flags, car mats, back pack, bag tags, dog tags, carpet tiles, coasters, clocks, clipboards, door plates, door hangers, and other related products)"
"Robinson, Chavez and Johnson","Novarctica","Entity.Organization.Company",22666.67,"Catering"
"Robinson, Fields and Williams","Galduzim","Entity.Organization.Company",25289.46,"Meat products"
"Robinson, Flores and Long","Oceanus","Entity.Organization.Company",27874.04,"Unknown"
"Robinson, Hamilton and Zamora","Marebak","Entity.Organization.Company",102724.95,"Large 2 pole turbogenerators"
"Robinson, Johnson and Swanson","Oceanus","Entity.Organization.LogisticsCompany",130822.67,"Canned, frozen and packaged commodity foods, specialty foods, edible nuts and dried fruits; Provides redistribution, logistics and financing services, as well as extended supply chain services"
"Robinson, Jones and King","Oceanus","Entity.Organization.Company",5521.46,"Unknown"
"Robinson, Kaufman and Campbell","Oceanus","Entity.Organization.Company",11767.15,"Clothing and footwear products"
"Robinson, Mcmillan and Watson","Kondanovia","Entity.Organization.FishingCompany",11256.67,"Specialises in wholesaling a wide variety of fresh and frozen fish and seafood"
"Robinson, Miller and Ward","Brindivaria","Entity.Organization.FishingCompany",144573.27,"Seafood products"
"Robinson, Phillips and Frazier","Naraliket","Entity.Organization.Company",8995.67,"Flowers and other related nursery stocks"
"Robinson, Rodriguez and Haley","Novarctica","Entity.Organization.Company",162662.44,"Process control and electrical systems to the metal and steel industries"
"Robinson, Sanchez and Clark","Mawalara","Entity.Organization.Company",1282006.6,"Pharmaceutical and ancillary products"
"Robinson, Taylor and Roy","Mawandia","Entity.Organization.LogisticsCompany",8014805.99,"Domestic and international air and ocean freight forwarding services; Customs clearance, warehousing, trucking, temporary staffing, insurance agency, property management, and packaging services"
"Robinson-Brown","Uzifrica","Entity.Organization.Company",8716.44,"Unknown"
"Robinson-Cochran","Oceanus","Entity.Organization.LogisticsCompany",46966.67,"General freight trucking services"
"Robinson-Conner","Oceanus","Entity.Organization.Company",7356.67,"Unknown"
"Robinson-Crawford","Uzifrica","Entity.Organization.Company",21514.59,"New machine sales as well as aftermarket sales and service support for its flexible packaging equipment"
"Robinson-David","Novarctica","Entity.Organization.Company",4849.06,"Unknown"
"Robinson-Erickson","Mawalara","Entity.Organization.Company",14064.36,"Footwear products"
"Robinson-Jenkins","Imazam","Entity.Organization.Company",5961.83,"Unknown"
"Robinson-Martin","Lumakari","Entity.Organization.Company",11326.67,"Unknown"
"Robinson-Powell","Arreciviento","Entity.Organization.Company",43274.89,"Asian food ingredients"
"Robinson-Young","Oceanus","Entity.Organization.Company",16705.36,"Unknown"
"Robles PLC","Oceanus","Entity.Organization.Company",11026.67,"Unknown"
"Robles and Sons","Mawalara","Entity.Organization.Company",66024.51,"Pasteurized crab meat, frozen shrimp, frozen shrimp meat, frozen squid, frozen cuttlefish, frozen bread oysters, frozen sea fish and cooked and frozen short necked clam"
"Robles, Baker and Chandler","Valtalmo","Entity.Organization.Company",16210.68,"Unknown"
"Robles, Robinson and Rivera","Mawalara","Entity.Organization.Company",11352.78,"Unknown"
"Robles-White","Novarctica","Entity.Organization.Company",74660.22,"Requirements of all growers such as seeds (corn, wheat, sunflower and soya, health plant products), fertilizers (N-P-K blend and Vegs N-P-K blend), insecticides, herbicides and fungicides and fuels such as diesel oil and lubricants"
"Rocha Ltd","Faraluna","Entity.Organization.Company",45966.67,"Food ingredients, frozen fruits and vegetables, ready to eat products, ready to cook products, snacks, drinks and kitchen accessories"
"Rocha, Stokes and Harper","Mawalara","Entity.Organization.Company",42509.81,"Specialises in manufacturing and wholesaling a wide range of products, including children's, women's and men's casual shoes; flipflops; fashion sandals; boots; sports shoes; EVA injection shoe; and new styles"
"Rodriguez Group","Oceanus","Entity.Organization.Company",13471.72,"Unknown"
"Rodriguez Inc","Arvaros","Entity.Organization.Company",118151.26,"Offers molds and tools; and service and support, spare parts, upgrades, and technical training services; Offers thermoforming machines, such as sheet processing machines, automatic roll-fed machine for forming/punching operation, and automatic roll-fed machines separate forming and punching; and packaging technology, including skin and blister packaging machines, as well as form, fill, and seal lines"
